测试时间:,20230328 14:55:59
波长(nm)/时间(s),496.506
392.000810873497,108.99860365753443
392.471537968622,108.99860365753443
392.942236580378,108.99860365753443
393.412906708739,108.99860365753443
393.883548353679,108.99860365753443
394.35416151517,108.99860365753443
394.824746193186,108.99860365753443
395.295302387701,108.99860365753443
395.765830098687,108.99860365753443
396.236329326118,108.99860365753443
396.706800069967,108.99860365753443
397.177242330208,108.99860365753443
397.647656106815,108.99860365753443
398.118041399759,108.99860365753443
398.588398209015,108.99860365753443
399.058726534556,108.99860365753443
399.529026376356,108.99860365753443
399.999297734387,108.99860365753443
400.469540608623,108.99860365753443
400.939754999037,108.99860365753443
401.409940905604,108.99860365753443
401.880098328295,108.99860365753443
402.350227267084,108.99860365753443
402.820327721946,108.99860365753443
403.290399692852,108.99860365753443
403.760443179777,108.99860365753443
404.230458182693,108.99860365753443
404.700444701575,108.99860365753443
405.170402736395,108.99860365753443
405.640332287126,108.99860365753443
406.110233353743,108.99860365753436
406.580105936218,109.04047528157555
407.049950034525,109.0901747693842
407.519765648636,109.13481124006812
407.989552778527,109.18118072162758
408.459311424169,109.22001141202944
408.929041585536,109.2590042501473
409.398743262601,109.30536991505431
409.868416455339,109.34478676316428
410.338061163721,109.38801272956758
410.807677387722,109.42376889845762
411.277265127314,109.460416043676
411.746824382472,109.48956629228685
412.216355153168,109.50883950202204
412.685857439376,109.53193107707706
413.155331241069,109.54505961235283
413.624776558221,109.56721835380674
414.094193390804,109.58213841106114
414.563581738792,109.5923855405328
415.032941602159,109.60065401681304
415.502272980878,109.60559726919043
415.971575874921,109.61351856191081
416.440850284264,109.6124450562918
416.910096208878,109.61522303621206
417.379313648737,109.61606146267799
417.848502603815,109.61712639376455
418.317663074084,109.62159382483503
418.786795059519,109.6218353399474
419.255898560092,109.62964529925621
419.724973575777,109.6316294878081
420.194020106547,109.63982854649305
420.663038152376,109.64108625579128
421.132027713237,109.6435953036118
421.600988789102,109.65135278223119
422.069921379947,109.65829815236303
422.538825485743,109.67122114210073
423.007701106464,109.67963285092512
423.476548242084,109.68924209725617
423.945366892576,109.6964379608261
424.414157057913,109.69829434660865
424.882918738068,109.70150919598187
425.351651933015,109.69700409039764
425.820356642728,109.69789494599125
426.289032867179,109.69021347086351
426.757680606342,109.68237628212646
427.22629986019,109.67299089194856
427.694890628697,109.6607956308531
428.163452911836,109.65079813754467
428.63198670958,109.63497245176458
429.100492021902,109.62078323473611
429.568968848776,109.60205328483515
430.037417190176,109.58085756695226
430.505837046074,109.56091835696192
430.974228416444,109.54022068541474
431.44259130126,109.52293259188465
431.910925700494,109.50043566675342
432.37923161412,109.48229596110356
432.847509042111,109.46158564022417
433.315757984441,109.44189905972875
433.783978441083,109.42217065597254
434.25217041201,109.39860727939052
434.720333897195,109.38207660310091
435.188468896613,109.36001447973544
435.656575410236,109.34031640853827
436.124653438037,109.31894206759739
436.592702979991,109.29862355908216
437.06072403607,109.28258252853263
437.528716606247,109.26431194866717
437.996680690496,109.24772292063315
438.464616288791,109.22917143900169
438.932523401105,109.21435900159841
439.40040202741,109.2013308365633
439.868252167681,109.18628242989557
440.33607382189,109.17631216068382
440.803866990011,109.16676757520453
441.271631672018,109.16150157719865
441.739367867883,109.15281267478892
442.207075577581,109.14592855483417
442.674754801084,109.14210059135546
443.142405538365,109.13817211053318
443.610027789398,109.13738246426702
444.077621554157,109.13236402627159
444.545186832615,109.12922200016988
