测试时间:,20230328 14:47:07
波长(nm)/时间(s),500.988
392.000810873497,108.87861795805557
392.471537968622,108.87861795805557
392.942236580378,108.87861795805557
393.412906708739,108.87861795805557
393.883548353679,108.87861795805557
394.35416151517,108.87861795805557
394.824746193186,108.87861795805557
395.295302387701,108.87861795805557
395.765830098687,108.87861795805557
396.236329326118,108.87861795805557
396.706800069967,108.87861795805557
397.177242330208,108.87861795805557
397.647656106815,108.87861795805557
398.118041399759,108.87861795805557
398.588398209015,108.87861795805557
399.058726534556,108.87861795805557
399.529026376356,108.87861795805557
399.999297734387,108.87861795805557
400.469540608623,108.87861795805557
400.939754999037,108.87861795805557
401.409940905604,108.87861795805557
401.880098328295,108.87861795805557
402.350227267084,108.87861795805557
402.820327721946,108.87861795805557
403.290399692852,108.87861795805557
403.760443179777,108.87861795805557
404.230458182693,108.87861795805557
404.700444701575,108.87861795805557
405.170402736395,108.87861795805557
405.640332287126,108.87861795805557
406.110233353743,108.87861795805553
406.580105936218,108.8441056455207
407.049950034525,108.80935929289885
407.519765648636,108.7804812862262
407.989552778527,108.74947606712028
408.459311424169,108.7173039382357
408.929041585536,108.68208766244992
409.398743262601,108.63893712543292
409.868416455339,108.59777807693646
410.338061163721,108.55661980215905
410.807677387722,108.51583576786685
411.277265127314,108.47223229290265
411.746824382472,108.42723328888921
412.216355153168,108.38441207290376
412.685857439376,108.34030273912481
413.155331241069,108.29576311731532
413.624776558221,108.24641633404838
414.094193390804,108.19512810676187
414.563581738792,108.13527284505997
415.032941602159,108.07138296816274
415.502272980878,108.00464786344332
415.971575874921,107.93911585726467
416.440850284264,107.87666514061036
416.910096208878,107.81443479307859
417.379313648737,107.75125208089565
417.848502603815,107.68618195592681
418.317663074084,107.61914785301006
418.786795059519,107.5551694436617
419.255898560092,107.49433569061287
419.724973575777,107.43257028882697
420.194020106547,107.36773296493622
420.663038152376,107.30143329890653
421.132027713237,107.23427930620458
421.600988789102,107.16773865350042
422.069921379947,107.10658027402772
422.538825485743,107.04705308599732
423.007701106464,106.9863861222566
423.476548242084,106.92526800608202
423.945366892576,106.86319074402124
424.414157057913,106.8024089302277
424.882918738068,106.74134117313359
425.351651933015,106.68289410123226
425.820356642728,106.62400478519321
426.289032867179,106.56278212658533
426.757680606342,106.49955633130743
427.22629986019,106.43724333226315
427.694890628697,106.37590199116784
428.163452911836,106.31763838877745
428.63198670958,106.26118382554084
429.100492021902,106.20429254648444
429.568968848776,106.14679969379307
430.037417190176,106.0898321115996
430.505837046074,106.032679530472
430.974228416444,105.97400172361473
431.44259130126,105.91594089846829
431.910925700494,105.85836177335067
432.37923161412,105.79896122892954
432.847509042111,105.73830228301247
433.315757984441,105.67758827805913
433.783978441083,105.61924397676742
434.25217041201,105.56175520902255
434.720333897195,105.50437132900177
435.188468896613,105.4451708229396
435.656575410236,105.38401306951894
436.124653438037,105.317332888118
436.592702979991,105.25230067256136
437.06072403607,105.18681550541066
437.528716606247,105.12332974833731
437.996680690496,105.06253102418127
438.464616288791,105.0007923384198
438.932523401105,104.93804511459732
439.40040202741,104.87625290847528
439.868252167681,104.81726194199184
440.33607382189,104.75789132530187
440.803866990011,104.70013986336055
441.271631672018,104.64204627150164
441.739367867883,104.58440953211888
442.207075577581,104.52682166051902
442.674754801084,104.47104026628533
443.142405538365,104.4198303398361
443.610027789398,104.37012944916484
444.077621554157,104.3247229049647
444.545186832615,104.27837854420325
445.012723624744,104.2317718107554
445.480231930519,104.1849709451619
445.947711749912,104.13912465262416
446.415163082898,104.09455970502357
446.882585929449,104.04970525581092
447.349980289539,104.00572780420903
447.817346163141,103.96036102419181
448.284683550228,103.91658624438658
448.751992450774,103.87571132993907
449.219272864752,103.8378055452668
449.686524792135,103.80057143363926
450.153748232897,103.7658941109033
450.620943187011,103.7300644525344
451.088109654451,103.69243725618921
451.555247635189,103.65524502396076
452.0223571292,103.62046738782736
452.489438136455,103.58734071271536
452.95649065693,103.55565476974002
453.423514690597,103.52416888144816
453.890510237429,103.49323652622438
454.3574772974,103.46284793153217
454.824415870483,103.43311350934793
455.291325956651,103.40549430260977
455.758207555878,103.3775934214413
456.225060668138,103.34952442551817
456.691885293403,103.32156139819601
457.158681431646,103.29199443055951
457.625449082842,103.26232207874853
458.092188246963,103.2334142519311
458.558898923983,103.20550809812569
459.025581113875,103.17808746442871
