测试时间:,20230311 16:56:10
波长(nm)/时间(s),482.112
392.000810873497,18.626382448712288
392.471537968622,18.626382448712288
392.942236580378,18.626382448712288
393.412906708739,18.626382448712288
393.883548353679,18.626382448712288
394.35416151517,18.626382448712288
394.824746193186,18.626382448712288
395.295302387701,18.626382448712288
395.765830098687,18.626382448712288
396.236329326118,18.626382448712288
396.706800069967,18.626382448712288
397.177242330209,18.626382448712288
397.647656106815,18.626382448712288
398.118041399759,18.626382448712288
398.588398209015,18.626382448712288
399.058726534556,18.626382448712288
399.529026376356,18.626382448712288
399.999297734387,18.626382448712288
400.469540608623,18.626382448712288
400.939754999037,18.626382448712288
401.409940905604,18.626382448712288
401.880098328295,18.626382448712288
402.350227267084,18.626382448712288
402.820327721946,18.626382448712288
403.290399692852,18.626382448712288
403.760443179777,18.626382448712288
404.230458182693,18.626382448712288
404.700444701575,18.626382448712288
405.170402736395,18.626382448712288
405.640332287126,18.626382448712288
406.110233353743,18.626382448712278
406.580105936218,18.50728724412498
407.049950034525,18.394719158876807
407.519765648636,18.286369336207507
407.989552778527,18.185198756567807
408.459311424169,18.093108875921924
408.929041585536,18.006565411484672
409.398743262601,17.92652474717032
409.868416455339,17.851814576688014
410.338061163721,17.780611666330543
410.807677387722,17.711614839799832
411.277265127314,17.643841518133453
411.746824382472,17.577953930440877
412.216355153168,17.511651022681633
412.685857439376,17.445792613145315
413.155331241069,17.380915099140985
413.624776558221,17.31731210978818
414.094193390804,17.257431041634998
414.563581738792,17.202091269076007
415.032941602159,17.15143582589989
415.502272980878,17.103403381115907
415.971575874921,17.060392243597573
416.440850284264,17.021019844001792
416.910096208878,16.985965715657535
417.379313648737,16.955349039985766
417.848502603815,16.92929140333161
418.317663074084,16.907032934924967
418.786795059519,16.88957032765019
419.255898560092,16.877335049070712
419.724973575777,16.869885935022648
420.194020106547,16.86718565807809
420.663038152376,16.870326186498872
421.132027713237,16.878391632915484
421.600988789102,16.89058971775347
422.069921379947,16.907283182593833
422.538825485743,16.928757653028462
423.007701106464,16.955571537962907
423.476548242084,16.987428512078377
423.945366892576,17.02360610847682
424.414157057913,17.064492760616517
424.882918738068,17.110390892102025
425.351651933015,17.161609572495898
425.820356642728,17.21632073389855
426.289032867179,17.275779148907077
426.757680606342,17.339323203082927
427.22629986019,17.407932675685466
427.694890628697,17.4801631244683
428.163452911836,17.55657761011954
428.631986709579,17.638055088549415
429.100492021902,17.724177873799718
429.568968848776,17.814916134513755
430.037417190176,17.910430156665466
430.505837046074,18.010462367241892
430.974228416444,18.115343694048924
431.44259130126,18.224485873488586
431.910925700494,18.33740311099624
432.37923161412,18.454259742171345
432.847509042111,18.576153651215876
433.315757984441,18.70189854714989
433.783978441083,18.832318452003832
434.25217041201,18.966773814314614
434.720333897195,19.105786673732936
435.188468896613,19.249034956723058
435.656575410236,19.395924804612843
436.124653438037,19.547279641117097
436.592702979991,19.702347368328745
437.06072403607,19.861053142789817
437.528716606247,20.024448667476708
437.996680690496,20.191386317070435
438.464616288791,20.36250138206353
438.932523401105,20.537414258298064
439.40040202741,20.716176884652754
439.868252167681,20.898644744586303
440.33607382189,21.085058169487823
440.803866990011,21.274886691644646
441.271631672018,21.46827176125702
441.739367867883,21.664693625667788
442.207075577581,21.86456041989188
442.674754801084,22.067686812151273
443.142405538365,22.273694479273985
