测试时间:,20230328 15:01:00
波长(nm)/时间(s),498.002
392.000810873497,109.69613422698237
392.471537968622,109.69613422698237
392.942236580378,109.69613422698237
393.412906708739,109.69613422698237
393.883548353679,109.69613422698237
394.35416151517,109.69613422698237
394.824746193186,109.69613422698237
395.295302387701,109.69613422698237
395.765830098687,109.69613422698237
396.236329326118,109.69613422698237
396.706800069967,109.69613422698237
397.177242330208,109.69613422698237
397.647656106815,109.69613422698237
398.118041399759,109.69613422698237
398.588398209015,109.69613422698237
399.058726534556,109.69613422698237
399.529026376356,109.69613422698237
399.999297734387,109.69613422698237
400.469540608623,109.69613422698237
400.939754999037,109.69613422698237
401.409940905604,109.69613422698237
401.880098328295,109.69613422698237
402.350227267084,109.69613422698237
402.820327721946,109.69613422698237
403.290399692852,109.69613422698237
403.760443179777,109.69613422698237
404.230458182693,109.69613422698237
404.700444701575,109.69613422698237
405.170402736395,109.69613422698237
405.640332287126,109.69613422698237
406.110233353743,109.69613422698237
406.580105936218,109.7593251004558
407.049950034525,109.81125972363854
407.519765648636,109.8654018749632
407.989552778527,109.91241783532995
408.459311424169,109.96165104953892
408.929041585536,110.00898504938708
409.398743262601,110.05169352814238
409.868416455339,110.09343158473024
410.338061163721,110.12996528161037
410.807677387722,110.16589931300722
411.277265127314,110.19606372333627
411.746824382472,110.22724790090487
412.216355153168,110.25139622646769
412.685857439376,110.27747478469622
413.155331241069,110.30043404497998
413.624776558221,110.32405536004661
414.094193390804,110.3486516150272
414.563581738792,110.37794097439497
415.032941602159,110.41057584132778
415.502272980878,110.4396384871601
415.971575874921,110.47439129631594
416.440850284264,110.50356789517993
416.910096208878,110.53331071940384
417.379313648737,110.5597405143465
417.848502603815,110.58623966468446
418.317663074084,110.60928838539549
418.786795059519,110.63158819498433
419.255898560092,110.64856383010024
419.724973575777,110.66167868062837
420.194020106547,110.67745132465197
420.663038152376,110.68567092553897
421.132027713237,110.69627815130077
421.600988789102,110.69549091718764
422.069921379947,110.69957584251425
422.538825485743,110.69612391990826
423.007701106464,110.69194029380385
423.476548242084,110.68849744812887
423.945366892576,110.68696809943053
424.414157057913,110.68483693029235
424.882918738068,110.67975123560613
425.351651933015,110.67791650203958
425.820356642728,110.67100304274788
426.289032867179,110.6708232661952
426.757680606342,110.66246471513145
427.22629986019,110.65545542698662
427.694890628697,110.64439585829301
428.163452911836,110.63352765228774
428.63198670958,110.62223823108671
429.100492021902,110.60825915640642
429.568968848776,110.5949785924802
430.037417190176,110.57790257523197
430.505837046074,110.56146385944669
430.974228416444,110.54041441752685
431.44259130126,110.5233195376661
431.910925700494,110.50222804618944
432.37923161412,110.48318243867918
432.847509042111,110.46450895002307
433.315757984441,110.44662642557932
433.783978441083,110.43013295929697
434.25217041201,110.40990980379394
434.720333897195,110.39426234542529
435.188468896613,110.37602360239862
435.656575410236,110.36265911020729
436.124653438037,110.34447769439197
436.592702979991,110.33402367870687
437.06072403607,110.32124021205068
437.528716606247,110.31356543855446
437.996680690496,110.3072184336309
438.464616288791,110.30048035648535
438.932523401105,110.29659043577053
439.40040202741,110.29254890102693
439.868252167681,110.2911323112991
440.33607382189,110.28621842500115
440.803866990011,110.28501616059772
441.271631672018,110.28293576241093
441.739367867883,110.2821490581014
442.207075577581,110.28211003339783
442.674754801084,110.28342125807822
443.142405538365,110.28577906626302
443.610027789398,110.28402728646525
444.077621554157,110.28295765384154
444.545186832615,110.27764174144009
445.012723624744,110.27464789427728
445.480231930519,110.27003973669714
445.947711749912,110.26812188087953
446.415163082898,110.26354833050964
446.882585929449,110.26149439854001
447.349980289539,110.25974591538585
447.817346163141,110.26140577508147
448.284683550228,110.26523492467115
448.751992450774,110.26849828093687
449.219272864752,110.27304416536596
449.686524792135,110.27469885424202
450.153748232897,110.28217885165154
450.620943187011,110.2875672394765
451.088109654451,110.29964720590745
451.555247635189,110.3118040106518
452.0223571292,110.32603782222475
452.489438136455,110.34161977851488
452.95649065693,110.35943592913925
453.423514690597,110.3814135578663
453.890510237429,110.40303497000103
454.3574772974,110.42750543288302
454.824415870483,110.44917659904542
455.291325956651,110.4740394941591
455.758207555878,110.49780379167274
456.225060668138,110.52491617086754
456.691885293403,110.55397763249621
457.158681431646,110.58242315831563
457.625449082842,110.61451611393211
458.092188246963,110.64543880024912
458.558898923983,110.67953798292316
459.025581113875,110.71501261946966
459.492234816613,110.75280190553143
459.958860032169,110.78880730118846
460.425456760518,110.82494287595917
460.892025001632,110.86043358874576
461.358564755485,110.8973629170874
461.82507602205,110.9351397644637
462.291558801301,110.97285000252873
462.75801309321,111.01360903389497
463.224438897752,111.05442939142478
463.690836214899,111.0962531235122
464.157205044625,111.13680537758648
464.623545386903,111.17986912636032
465.089857241706,111.22165879025957
465.556140609009,111.26595844813748
466.022395488784,111.30889888651416
466.488621881004,111.35388088534384
466.954819785643,111.39977591733832
467.420989202674,111.44759457204064
467.887130132071,111.49866668571946
468.353242573807,111.54926104147285
468.819326527855,111.60351874126187
469.285381994188,111.65884018918642
469.751408972781,111.71731350198363
470.217407463605,111.7758394664528
470.683377466635,111.83684760684709
471.149318981844,111.90016305797657
471.615232009206,111.96443121773824
472.081116548693,112.03178888476405
472.546972600278,112.099506627006
473.012800163937,112.17082503523037
473.47859923964,112.24280212582568
473.944369827363,112.31957816532747
474.410111927078,112.39683077289185
474.875825538758,112.47612368035294
475.341510662377,112.55683468412786
475.807167297909,112.64005605036523
476.272795445326,112.72422261348986
476.738395104603,112.80850737465838
477.203966275711,112.89570345217373
477.669508958625,112.98315395306473
478.135023153318,113.07368699648364
478.600508859764,113.16418940587927
479.065966077935,113.25748286226364
479.531394807805,113.3504025120117
479.996795049347,113.4440156317935
480.462166802535,113.53686441218082
480.927510067342,113.62953088911223
481.392824843741,113.72335027822216
481.858111131706,113.8163894157698
482.32336893121,113.91081777589508
482.788598242226,114.00374906925921
483.253799064728,114.0992898864885
483.718971398688,114.19414573455585
484.184115244082,114.28919472029135
484.64923060088,114.38350140835945
485.114317469058,114.47694406507043
485.579375848588,114.56967711822521
486.044405739444,114.66180402642718
486.509407141599,114.75479712818913
486.974380055027,114.84738551489242
487.439324479699,114.94167121727519
487.904240415591,115.03412988306361
488.369127862676,115.12726053455478
488.833986820926,115.2207307775162
489.298817290315,115.31491291045815
489.763619270817,115.40869247673487
490.228392762404,115.5018462113008
490.69313776505,115.59638204702726
491.157854278729,115.6892687558196
491.622542303413,115.7828495106352
492.087201839077,115.87592946076181
492.551832885693,115.97027831865796
493.016435443234,116.06190243428352
493.481009511675,116.1547036148771
493.945555090988,116.24516727919277
494.410072181147,116.33514684593537
494.874560782125,116.42464202683252
495.339020893895,116.5126875110482
495.803452516431,116.59979729346391
496.267855649707,116.6840832772588
496.732230293694,116.76853122923741
497.196576448368,116.8502052810923
497.6608941137,116.92961864829752
498.125183289665,117.00812735952542
498.589443976236,117.08656817373098
499.053676173386,117.16246693647375
499.517879881088,117.23643419138915
499.982055099316,117.30993217145152
500.446201828044,117.38066739646578
500.910320067244,117.45030327380523
501.374409816889,117.5165586512702
501.838471076954,117.58241494967372
502.302503847411,117.64463966956197
502.766508128234,117.70533079788414
503.230483919396,117.76413046206983
503.694431220871,117.82171001299675
504.158350032631,117.87774730664387
504.622240354651,117.93327552814519
505.086102186903,117.98742030124902
505.549935529361,118.03829145519362
506.013740381998,118.08968084533133
506.477516744788,118.13886231840716
506.941264617703,118.18753774372722
507.404984000718,118.23470168319473
507.868674893806,118.28208973364289
508.332337296939,118.32872553296981
508.795971210091,118.37405640452648
509.259576633236,118.41970927555421
509.723153566346,118.46433903515396
510.186702009396,118.50985727825865
510.650221962359,118.55312151700274
511.113713425207,118.59692723317741
511.577176397915,118.63807665229899
512.040610880455,118.67984237547665
512.504016872801,118.72144091493745
512.967394374926,118.76253076102205
513.430743386804,118.80421928218188
513.894063908408,118.84528264689021
514.357355939711,118.88431068328622
514.820619480686,118.92173389250569
515.283854531308,118.9590532447423
515.747061091548,118.99416091454952
516.210239161382,119.02930675746914
516.673388740781,119.06196164480359
517.136509829719,119.09270920654227
517.59960242817,119.12066942060781
518.062666536107,119.14635377616638
518.525702153504,119.16987682978424
518.988709280333,119.18977079044699
519.451687916567,119.20818106698749
519.914638062182,119.22288782731465
520.377559717148,119.23536224858175
520.840452881441,119.24398353242948
521.303317555033,119.25304095627534
521.766153737898,119.25855030982184
522.228961430008,119.26218629449276
522.691740631338,119.26287204703736
523.154491341861,119.2598301215842
523.61721356155,119.25557099692152
524.079907290377,119.24779698367476
524.542572528318,119.23890186100559
525.005209275344,119.22607317204896
525.46781753143,119.21264401696232
525.930397296549,119.19547557727704
526.392948570673,119.17460393003653
526.855471353777,119.15048362780024
527.317965645834,119.12346937397666
527.780431446816,119.093951204891
528.242868756698,119.0594566466343
528.705277575453,119.02206464733123
529.167657903054,118.9809410778453
529.630009739474,118.93866940559029
530.092333084686,118.89220834332816
530.554627938665,118.84309010202338
531.016894301383,118.79184478003504
531.479132172814,118.73803614717674
531.941341552931,118.68137082389642
532.403522441707,118.62023715957979
532.865674839116,118.5564907665292
533.327798745131,118.49015855887679
533.789894159725,118.4222035985891
534.251961082872,118.35055282461597
534.713999514546,118.27721979184601
535.176009454718,118.20035235397971
535.637990903364,118.12191861377559
536.099943860455,118.03950318361785
536.561868325966,117.95408062476298
537.02376429987,117.8670726115891
537.485631782139,117.77629223730686
537.947470772748,117.68282564007204
538.40928127167,117.58624397447412
538.871063278878,117.48860573710543
539.332816794346,117.38741477601155
539.794541818046,117.28589700489242
540.256238349952,117.18115182524338
540.717906390038,117.07452491967624
541.179545938277,116.96568604214399
541.641156994641,116.85444419493773
542.102739559105,116.74203664481149
542.564293631642,116.62734304099516
543.025819212226,116.51238204688072
543.487316300828,116.39489036051773
543.948784897423,116.27703470478016
544.410225001985,116.15832932124982
544.871636614486,116.03932614037299
545.333019734899,115.91977625501245
545.7943743632,115.79944814808304
546.255700499359,115.68037911383547
546.716998143351,115.55988297602644
547.17826729515,115.44041113954432
547.639507954728,115.32102166722306
548.100720122058,115.20207713807771
548.561903797116,115.08227526653697
549.023058979872,114.96392500216784
549.484185670301,114.84477991464664
549.945283868377,114.72632283563115
550.406353574072,114.60907895057154
550.86739478736,114.49246768974163
551.328407508214,114.37730780994693
551.789391736608,114.26196512591339
552.250347472514,114.14761665113268
552.711274715907,114.03379742434011
553.172173466759,113.92168145110742
553.633043725044,113.81015145751374
554.093885490736,113.70048103082358
554.554698763807,113.59169702202546
555.015483544231,113.48512938015742
555.476239831981,113.3806360896062
555.93696762703,113.2775222709857
556.397666929353,113.17765449240082
556.858337738922,113.0791753373936
557.31898005571,112.98340112726027
557.779593879691,112.88809458744899
558.240179210839,112.79530555156715
558.700736049126,112.70486338576804
559.161264394526,112.61654841776766
559.621764247013,112.53021663820623
560.082235606559,112.44627223115587
560.542678473137,112.36548345694301
561.003092846723,112.28685597038162
561.463478727287,112.21042225519354
561.923836114805,112.13550949844036
562.384165009249,112.06352011420992
562.844465410593,111.99304732704049
563.304737318809,111.9258222757974
563.764980733872,111.86059796020311
564.225195655755,111.7981153725327
564.68538208443,111.73821746952476
565.145540019872,111.68038350212116
565.605669462054,111.62536196742444
566.065770410948,111.57268579849853
566.525842866529,111.52253990886723
566.985886828769,111.4738622547599
567.445902297643,111.42798951551256
567.905889273123,111.38317962436942
568.365847755182,111.34122272553408
568.825777743795,111.30126058331564
569.285679238933,111.26336782179638
569.745552240572,111.22727396651835
570.205396748683,111.19256027115553
570.665212763241,111.16022605314326
571.125000284219,111.12866064910934
571.584759311589,111.09981509085857
572.044489845326,111.07166461428208
572.504191885403,111.04488583797531
572.963865431792,111.01947366669687
573.423510484468,110.99579747456804
573.883127043404,110.97379589698203
574.342715108573,110.95284596737451
574.802274679948,110.93420238144788
575.261805757503,110.9163440777766
575.721308341211,110.90024440377455
576.180782431045,110.88539235058514
576.640228026979,110.87300185946378
577.099645128986,110.86144165125188
577.55903373704,110.85215058356985
578.018393851113,110.84404257128895
578.47772547118,110.83711866599793
578.937028597213,110.83169573083927
579.396303229185,110.82734646216056
579.855549367071,110.82423888169193
580.314767010843,110.82273977641161
580.773956160475,110.82220434111775
581.23311681594,110.8222142998527
581.692248977211,110.82357675370598
582.151352644262,110.82606679367333
582.610427817067,110.82961803549834
583.069474495597,110.83371065058913
583.528492679828,110.83834199051486
583.987482369732,110.84401767871955
584.446443565282,110.8497845705245
584.905376266452,110.85680630665892
585.364280473215,110.86433548718138
585.823156185544,110.87347866899259
586.282003403414,110.88356450423116
586.740822126796,110.89509057988818
587.199612355665,110.90666546441423
587.658374089994,110.91949329190209
588.117107329756,110.93295510096914
588.575812074924,110.94704104985703
589.034488325473,110.96132624169249
589.493136081374,110.97608110823433
589.951755342602,110.99204982374725
590.41034610913,111.00806761000187
590.868908380931,111.02456146288158
591.327442157979,111.04089361525291
591.785947440246,111.05774430162344
592.244424227706,111.07448691351908
592.702872520334,111.09128566807901
593.161292318101,111.10827544194332
593.619683620981,111.12530343200456
594.078046428947,111.14281838395078
594.536380741974,111.15994529989406
594.994686560034,111.17777808181627
595.4529638831,111.19497175610556
595.911212711146,111.21280435457328
596.369433044146,111.23029400592813
596.827624882072,111.2476707959345
597.285788224898,111.26502578058923
597.743923072597,111.28289472868957
598.202029425143,111.30132155180051
598.660107282508,111.31919629587507
599.118156644667,111.33767914772615
599.576177511593,111.35583261130974
600.034169883258,111.37407969369974
600.492133759637,111.39154170430135
600.950069140702,111.40841415972358
601.407976026427,111.42506563038332
601.865854416786,111.44159498878388
602.32370431175,111.45790829456664
602.781525711295,111.47369384267218
603.239318615394,111.48883696099993
603.697083024019,111.50305938408614
604.154818937143,111.51766681178691
604.612526354742,111.53108254052817
605.070205276786,111.54409511629902
605.527855703251,111.55672760788883
605.985477634109,111.56879289917867
606.443071069334,111.57997179182755
606.900636008898,111.59050998733854
607.358172452776,111.60094609842754
607.815680400941,111.6114021982519
608.273159853365,111.62131543968033
608.730610810023,111.63006696814713
609.188033270888,111.63847364982577
609.645427235932,111.64578659821265
610.10279270513,111.65324573913999
610.560129678455,111.66027246914355
611.017438155879,111.6660611874511
611.474718137377,111.67126170144962
611.931969622922,111.67533588869495
612.389192612486,111.67871595537763
612.846387106044,111.6809346170282
613.303553103569,111.68260213621768
613.760690605034,111.6829057416892
614.217799610412,111.68196176320873
614.674880119676,111.67925353934272
615.131932132801,111.6760684355003
615.58895564976,111.67201024944627
616.045950670524,111.66721117497195
616.502917195069,111.66194773152824
616.959855223368,111.65532180580492
617.416764755393,111.64802884580942
617.873645791118,111.63981002293599
618.330498330517,111.63125495471802
618.787322373562,111.62193444982022
619.244117920227,111.61180717017731
619.700884970486,111.60090415183238
620.157623524311,111.58945180327267
620.614333581677,111.57765891268235
621.071015142556,111.56516985047199
621.527668206922,111.55230356995938
621.984292774747,111.53835511437808
622.440888846007,111.52412118508958
622.897456420673,111.50883317836444
623.353995498719,111.49322883182506
623.810506080119,111.47720817374933
624.266988164845,111.46104449642345
624.723441752872,111.44451432649859
625.179866844171,111.42735990583485
625.636263438718,111.40989899913305
626.092631536485,111.3922328960115
626.548971137445,111.37484618074171
627.005282241573,111.35706536107557
627.46156484884,111.33893276270088
627.917818959221,111.32032964245681
628.374044572688,111.30236352192833
628.830241689216,111.28476199847667
629.286410308777,111.26725213439138
629.742550431345,111.24990828923116
630.198662056893,111.23267993822977
630.654745185395,111.21631367581213
631.110799816824,111.20028212209817
631.566825951152,111.18484767918673
632.022823588354,111.16900309329756
632.478792728404,111.15381714466632
632.934733371273,111.13867727042916
633.390645516936,111.12355435710231
633.846529165365,111.10868294533638
634.302384316535,111.09439194642523
634.758210970418,111.08097027814827
635.214009126989,111.06750374395202
635.669778786219,111.05437948114042
636.125519948083,111.04186332947513
636.581232612554,111.03092491984145
637.036916779605,111.02043238508806
637.492572449209,111.01068313268927
637.948199621341,111.00109725867618
638.403798295973,110.99210367429552
638.859368473078,110.98455480650587
639.31491015263,110.97793121764477
639.770423334603,110.97267384420496
640.225908018968,110.96809893023335
640.681364205701,110.9651166554387
641.136791894775,110.96314917921926
641.592191086161,110.96260540524895
642.047561779835,110.96307926061593
642.502903975769,110.96489562183235
642.958217673936,110.96719177368391
643.413502874311,110.96987357300907
643.868759576866,110.9734703980522
644.323987781574,110.97729269240409
644.779187488409,110.98210138146868
645.234358697345,110.98777597976918
645.689501408354,110.9945626911011
646.14461562141,111.00175318786167
646.599701336486,111.00969668388038
647.054758553557,111.01889508332576
647.509787272594,111.02891914833636
647.964787493571,111.03998759547432
648.419759216462,111.05154452130569
648.87470244124,111.06405723961524
649.329617167878,111.07700993228465
649.78450339635,111.09087093300526
650.239361126629,111.10519030907632
650.694190358688,111.12033045865194
651.148991092501,111.13680558742446
