测试时间:,20230328 14:53:15
波长(nm)/时间(s),997.9849999999999
392.000810873497,102.4560688824029
392.471537968622,102.4560688824029
392.942236580378,102.4560688824029
393.412906708739,102.4560688824029
393.883548353679,102.4560688824029
394.35416151517,102.4560688824029
394.824746193186,102.4560688824029
395.295302387701,102.4560688824029
395.765830098687,102.4560688824029
396.236329326118,102.4560688824029
396.706800069967,102.4560688824029
397.177242330208,102.4560688824029
397.647656106815,102.4560688824029
398.118041399759,102.4560688824029
398.588398209015,102.4560688824029
399.058726534556,102.4560688824029
399.529026376356,102.4560688824029
399.999297734387,102.4560688824029
400.469540608623,102.4560688824029
400.939754999037,102.4560688824029
401.409940905604,102.4560688824029
401.880098328295,102.4560688824029
402.350227267084,102.4560688824029
402.820327721946,102.4560688824029
403.290399692852,102.4560688824029
403.760443179777,102.4560688824029
404.230458182693,102.4560688824029
404.700444701575,102.4560688824029
405.170402736395,102.4560688824029
405.640332287126,102.4560688824029
406.110233353743,102.45606888240286
406.580105936218,102.47980340633049
407.049950034525,102.50372140420745
407.519765648636,102.5257254555016
407.989552778527,102.54901794756779
408.459311424169,102.57079716999017
408.929041585536,102.59676314269444
409.398743262601,102.62352917011083
409.868416455339,102.64851147772964
410.338061163721,102.6699221681079
410.807677387722,102.69396345041514
411.277265127314,102.71791872250803
411.746824382472,102.73694073522208
412.216355153168,102.75624535574823
412.685857439376,102.77457157019772
413.155331241069,102.79245163831808
413.624776558221,102.81362721321902
414.094193390804,102.83467409511678
414.563581738792,102.85909857441638
415.032941602159,102.88294709640938
415.502272980878,102.9072263563567
415.971575874921,102.92811215142167
416.440850284264,102.94890852677827
416.910096208878,102.9697874992168
417.379313648737,102.98928203900742
417.848502603815,103.00862682325155
418.317663074084,103.02659116585261
418.786795059519,103.04752440782902
419.255898560092,103.0646306522874
419.724973575777,103.08307218897313
420.194020106547,103.10085681738167
420.663038152376,103.11325872592433
421.132027713237,103.12836417883842
421.600988789102,103.14047272897263
422.069921379947,103.15327768477398
422.538825485743,103.16369430978696
423.007701106464,103.17429790860855
423.476548242084,103.18425666104551
423.945366892576,103.1952136009739
424.414157057913,103.20643583264894
424.882918738068,103.2171454779454
425.351651933015,103.22951666820909
425.820356642728,103.24028890023685
426.289032867179,103.2535836839579
426.757680606342,103.26674348404802
427.22629986019,103.27945682082874
427.694890628697,103.29026254006008
428.163452911836,103.2974427109213
428.63198670958,103.30573386716387
429.100492021902,103.31381974395607
429.568968848776,103.32448824866063
430.037417190176,103.33617004048178
430.505837046074,103.34633276800446
430.974228416444,103.3547800600613
431.44259130126,103.36310650558201
431.910925700494,103.36889930968125
432.37923161412,103.37587858152216
432.847509042111,103.38187568133269
433.315757984441,103.3866511149903
433.783978441083,103.38977674734498
434.25217041201,103.39429533981041
434.720333897195,103.40328972536766
435.188468896613,103.41382493284
435.656575410236,103.42367236783042
436.124653438037,103.4329530147057
436.592702979991,103.44130322223069
437.06072403607,103.44876665399676
437.528716606247,103.4562857478632
437.996680690496,103.46344233196533
438.464616288791,103.47006251768856
438.932523401105,103.47800836902917
439.40040202741,103.48334383168408
439.868252167681,103.49152670024192
440.33607382189,103.50070678309498
440.803866990011,103.51014965081148
441.271631672018,103.51903876825186
441.739367867883,103.52786413282095
442.207075577581,103.53556875075671
442.674754801084,103.54281802506698
443.142405538365,103.54977135289208
443.610027789398,103.558507611146
444.077621554157,103.56810434260687
444.545186832615,103.57996006624754
445.012723624744,103.59166275224588
445.480231930519,103.60431812662593
445.947711749912,103.61660923804594
446.415163082898,103.630667701431
446.882585929449,103.64423768077125
447.349980289539,103.65661564702641
447.817346163141,103.67125056439434
448.284683550228,103.68637237764813
448.751992450774,103.70233909160368
449.219272864752,103.7192730779257
449.686524792135,103.73674372776723
450.153748232897,103.7548546721514
450.620943187011,103.77113156613699
451.088109654451,103.7891218419051
451.555247635189,103.80446140349603
452.0223571292,103.82268523947016
452.489438136455,103.8401264665443
452.95649065693,103.85763823876799
453.423514690597,103.87476173206959
453.890510237429,103.89224890553689
454.3574772974,103.91037993211576
454.824415870483,103.92740703373602
455.291325956651,103.94450991705605
455.758207555878,103.96067038946263
456.225060668138,103.97870837730905
456.691885293403,103.99896088945839
457.158681431646,104.01864098207334
457.625449082842,104.03956673032799
458.092188246963,104.05873473766361
458.558898923983,104.08086626555802
459.025581113875,104.10263457944188
459.492234816613,104.12576885866106
459.958860032169,104.15015798260826
460.425456760518,104.17516676261305
460.892025001632,104.20113733298338
461.358564755485,104.2284820977247
461.82507602205,104.25717550928331
462.291558801301,104.28714399354203
462.75801309321,104.31819345965555
463.224438897752,104.34708959023263
463.690836214899,104.3757842200575
464.157205044625,104.40562835844992
464.623545386903,104.43577318580475
465.089857241706,104.46718578089757
465.556140609009,104.49765782329891
466.022395488784,104.52924345559315
466.488621881004,104.56219606132258
466.954819785643,104.59627803963066
467.420989202674,104.6308334222757
467.887130132071,104.6660455107142
468.353242573807,104.70183685380913
468.819326527855,104.73825911333759
469.285381994188,104.77477401168777
469.751408972781,104.81246064611831
470.217407463605,104.85162224040423
470.683377466635,104.89105820620928
471.149318981844,104.93207008987929
471.615232009206,104.9738002145897
472.081116548693,105.01595180077886
472.546972600278,105.05978641365421
473.012800163937,105.10326451192182
473.47859923964,105.14721786124585
473.944369827363,105.19281080236743
474.410111927078,105.23814793451587
474.875825538758,105.28461444036896
475.341510662377,105.33127331187426
475.807167297909,105.37915593117995
476.272795445326,105.42799494159166
476.738395104603,105.47651351751702
477.203966275711,105.5256174292923
477.669508958625,105.57563725798731
478.135023153318,105.62579341067416
478.600508859764,105.67681167830801
479.065966077935,105.72906629454411
479.531394807805,105.78132110836648
479.996795049347,105.83497018846705
480.462166802535,105.88745540028648
480.927510067342,105.93985697908738
481.392824843741,105.99374947052442
481.858111131706,106.04715117146667
482.32336893121,106.10072202202085
482.788598242226,106.15347072927908
483.253799064728,106.20636243467003
483.718971398688,106.26071103599881
484.184115244082,106.31549498104121
